,ten,loai_dien_thoai,thoi_gian_bao_hanh,danh_gia,so_luong_binh_luan,duong_dan,mau_sac,gia_moi,gia_cu,he_dieu_hanh,cpu,ram,bo_nho_trong,dung_luong_pin,thiet_ke,hang_dien_thoai,la_dien_thoai_cu,kich_thuoc_man_hinh,tan_so_quet,do_sang_man_hinh,loai_man_hinh,so_the_sim,loai_pin,cong_suat_sac,do_phan_giai_cam_sau,do_phan_giai_cam_truoc,CPU_Loai
3232,"Điện thoại Xiaomi Mix 4 (Snapdragon 888+, Sạc 120W)",Xiaomi,12.0,5.0,68,https://mobilecity.vn/xiaomi/xiaomi-mi-mix-4.html,Trắng,16450000.0,17950000.0,Android 11,"Qualcomm SM8350 Snapdragon 888+ 5G (5 nm)
8 nhân (1x2.99 GHz & 3x2.42 GHz & 4x1.80 GHz)
GPU: Adreno 660",12.0,256.0,4500.0,"Khung nhôm + mặt lưng gốm
IP53",Xiaomi,False,6.67,120.0,800.0,AMOLED,2,Li-Po,120.0,"[108.0, 8.0, 13.0]",[20.0],Qualcomm Snapdragon
3233,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Xanh,16750000.0,16750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,256.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3234,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Xanh,19750000.0,19750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3235,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Xanh,20650000.0,20650000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,1024.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3236,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Hồng,16750000.0,16750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,256.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3237,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Hồng,19750000.0,19750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3238,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Hồng,20650000.0,20650000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,1024.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3239,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Đen,16750000.0,16750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,256.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3240,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Đen,19750000.0,19750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3241,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Đen,20650000.0,20650000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,1024.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3242,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Trắng,16750000.0,16750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",12.0,256.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3243,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Trắng,19750000.0,19750000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,512.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3244,Điện thoại Vivo X200 Pro Mini (Dimensity 9400),Vivo,12.0,5.0,31,https://mobilecity.vn/dien-thoai/vivo-x200-pro-mini.html,Trắng,20650000.0,20650000.0,Android 15,"MediaTek Dimensity 9400 (3 nm)
8 nhân (1x3.63 GHz & 3x3.3 GHz & 4x2.4 GHz)
GPU: Immortalis-G925",16.0,1024.0,5700.0,"Khung hợp kim nhôm phẳng
Mặt lưng kính phẳng
Mặt trước kính phẳng
Cảm biến vân tay quang học dưới màn hình
Kháng nước, bụi IP68/IP69",Vivo,False,6.31,120.0,4500.0,AMOLED,2,Si/C,90.0,"[50.0, 50.0, 50.0]",[32.0],MediaTek Dimensity
3245,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đỏ,16850000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,256.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3246,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đỏ,18500000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,512.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3247,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đỏ,20200000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,1024.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3248,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đen,16850000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,256.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3249,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đen,18500000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,512.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3250,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Đen,20200000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,1024.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3251,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Trắng,16850000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,256.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3252,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Trắng,18500000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,512.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3253,Điện thoại Vivo iQOO 12 Pro 5G (Snapdragon 8 Gen 3),Vivo,12.0,5.0,3,https://mobilecity.vn/dien-thoai/vivo-iqoo-12-pro-5g.html,Trắng,20200000.0,16990000.0,Android 14,"Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm)
8 nhân (1x3.3 GHz & 5x3.2 GHz & 2x2.3 GHz)
GPU: Adreno 750",16.0,1024.0,5100.0,"Khung hợp kim nhôm, hỗ trợ IP68
Mặt lưng kính (Trắng, Đen), da (Đỏ)
Màn hình cong
Cảm biến vân tay siêu âm trong màn hình
Nhận dạng khuôn mặt Face Wake",Vivo,False,6.78,144.0,1600.0,AMOLED,2,Li-Po,120.0,"[50.0, 64.0, 50.0]",[16.0],Qualcomm Snapdragon
3254,Điện thoại Motorola Edge Plus (2023) 5G - Màn OLED 165Hz,Lenovo - Motorola,12.0,5.0,0,https://mobilecity.vn/dien-thoai/motorola-edge-plus-2023-man-oled-165hz.html,Đen,16860000.0,19990000.0,Android 13,"Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm)
8 nhân (1x3.2 GHz & 2x2.8 GHz & 2x2.8 GH & 3x2.0 GHz)
GPU: Adreno 740",8.0,512.0,5100.0,"Khung nhôm bo cong; Màn hình cong
Mặt trước/sau bằng kính Gorilla Glass Victus
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Motorola,False,6.67,165.0,1300.0,OLED,1,Li-Po,68.0,"[50.0, 12.0, 50.0]",[60.0],Qualcomm Snapdragon
3255,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Đen,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3256,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Đen,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3257,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xám,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3258,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xám,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3259,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Vàng,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3260,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Vàng,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3261,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Tím,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3262,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Tím,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3263,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xanh,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3264,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xanh,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3265,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xanh,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3266,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Xanh,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3267,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Cam,16950000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,256.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3268,Điện thoại Samsung Galaxy S24 Chính hãng (Exynos 2400),Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-chinh-hang.html,Cam,20450000.0,18990000.0,Android 14,"Exynos 2400 (4 nm)
10 nhân (1x3.2 GHz & 2x2.90 GHz & 3x2.60 GHz & 4x2.0 GHz)
GPU: Xclipse 940",8.0,512.0,4000.0,"Khung nhôm vuông vức
Hai mặt kính Gorilla Glass Victus 2
Kháng nước, bụi IP68
Cảm biến vân tay trong màn hình",Samsung,False,6.2,120.0,2600.0,AMOLED,2,Li-Ion,25.0,"[50.0, 10.0, 12.0]",[12.0],Exynos
3269,Điện thoại Samsung Galaxy S24 FE 5G Chính hãng,Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-fe-5g-chinh-hang.html,Xanh,16950000.0,16950000.0,Android 14,"Exynos 2400e (4 nm)
10 nhân (3.11 GHz)
GPU: Xclipse 940",8.0,128.0,4700.0,"Khung nhôm vuông vức
Mặt lưng kính phẳng Gorilla Glass 5
Mặt trước kính phẳng Gorilla Glass Victus+
Kháng nước, bụi IP68",Samsung,False,6.7,120.0,1900.0,AMOLED,2,,25.0,"[50.0, 12.0, 8.0]",[10.0],Exynos
3270,Điện thoại Samsung Galaxy S24 FE 5G Chính hãng,Samsung Chính hãng,12.0,5.0,0,https://mobilecity.vn/dien-thoai/samsung-galaxy-s24-fe-5g-chinh-hang.html,Xanh,18450000.0,18450000.0,Android 14,"Exynos 2400e (4 nm)
10 nhân (3.11 GHz)
GPU: Xclipse 940",8.0,256.0,4700.0,"Khung nhôm vuông vức
Mặt lưng kính phẳng Gorilla Glass 5
Mặt trước kính phẳng Gorilla Glass Victus+
Kháng nước, bụi IP68",Samsung,False,6.7,120.0,1900.0,AMOLED,2,,25.0,"[50.0, 12.0, 8.0]",[10.0],Exynos
